identifiers[0].value,identifiers[1].value,"inputs[""Base""].components[0].identifiers[0].value","inputs[""Base""].components[0].amount.moles.value","inputs[""aryl halide""].components[0].identifiers[0].value","inputs[""aryl halide""].components[0].amount.moles.value","inputs[""amine""].components[0].identifiers[0].value","inputs[""amine""].components[0].amount.moles.value","inputs[""metal and ligand""].components[0].identifiers[0].value","inputs[""metal and ligand""].components[0].amount.moles.value","inputs[""metal and ligand""].components[1].identifiers[0].type","inputs[""metal and ligand""].components[1].identifiers[0].value","inputs[""metal and ligand""].components[1].amount.moles.value","inputs[""metal and ligand""].components[1].amount.moles.units","inputs[""metal and ligand""].components[1].reaction_role",conditions.temperature.setpoint.value,notes.procedure_details,outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,provenance.experiment_start.value,reaction_id,"inputs[""Solvent""].components[0].identifiers[0].type","inputs[""Solvent""].components[0].identifiers[0].value","inputs[""Solvent""].components[0].amount.volume.value","inputs[""Solvent""].components[0].amount.volume.units","inputs[""Solvent""].components[0].reaction_role","inputs[""Solvent""].components[0].is_limiting","inputs[""metal and ligand""].components[0].is_limiting","inputs[""metal and ligand""].components[1].is_limiting","inputs[""Base""].components[0].is_limiting"
548,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],2.8700000257231295e-05,C1=CC(=CC(=C1)Br)F,0.0004220000118948519,COC(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,0.0003380000125616789,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,2.8700000257231295e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.4799999917158857e-05,MOLE,CATALYST,100.0,"diacetoxypalladium (3.33 mg, 0.01 mmol) was added to a stirred mixture of methyl 2-morpholino-4-oxo-8-(pyrrolidin-2-yl)-4H-chromene-6-carboxylate (121 mg, 0.34 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (16.61 mg, 0.03 mmol), 1-bromo-3-fluorobenzene (0.047 ml, 0.42 mmol) and cesium carbonate (165 mg, 0.51 mmol) suspended in 1,4-dioxane (3.329 ml). The resulting suspension was degased with argon and then stirred at 100 °C for 20 hours _(_ _UPLC/MS O/N showed that the SM was almost consumed)._  The reaction mixture was allowed to cool to room temperature, the crude product was adsorbed on silica gel and purified by flash chromatography on silica gel eluting with 0 to 7% Propanol-CH2Cl2. The solvent was evaporated to dryness to afford methyl 8-(1-(3-fluorophenyl)pyrrolidin-2-yl)-2-morpholino-4-oxo-4H-chromene-6-carboxylate (120 mg, 79 %) as a yellow oil which solidified on standing.  ",COC(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,78.55000305175781,04/28/2011,ord-f5b45295d816488bbc3b0ba43fcc57fb,SMILES,C1COCCO1,0.003329999977722764,LITER,SOLVENT,False,False,False,False
549,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],0.00035799999022856355,COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br,0.008940000087022781,C1COCCN1,0.008940000087022781,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00035799999022856355,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00017899999511428177,MOLE,CATALYST,100.0," Palladium(II) acetate (0.040 g, 0.18 mmol), methyl 2-chloro-4-methoxy-5-morpholinobenzoate (2.042 g, 80 %), cesium carbonate (4.08 g, 12.52 mmol) and racemic 2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (0.223 g, 0.36 mmol) were mixed together in a round bottom flask and evacuated then purged with nitrogen. Morpholine (0.780 mL, 8.94 mmol) and degassed toluene (15 mL) were added and the resulting suspension (orange/red) was degassed and purged with nitrogen 3 times. The mixture was heated to 100 °C under nitrogen overnight.  The mixture was allowed to cool to ambient temperature and filtered, washing with EtOAc. The filtrate was concentrated and the crude residue (a dark orange gum) was purified by flash silica chromatography, elution gradient 0 to 40% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford methyl 2-chloro-4-methoxy-5-morpholinobenzoate (2.042 g, 80 %) as a pale yellow/cream crystalline solid.  ",COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,79.91000366210938,07/01/2010,ord-bb0e774de3f94be78f90a0c79c7e9a7e,SMILES,CC1=CC=CC=C1,0.014999999664723873,LITER,SOLVENT,False,False,False,False
550,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],0.00021300000662449747,COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br,0.005319999996572733,C1COCCN1,0.005319999996572733,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00021300000662449747,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00010599999950500205,MOLE,CATALYST,100.0," Methyl 5-bromo-2-chloro-4-methoxybenzoate (1.486 g, 5.32 mmol), 2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (0.132 g, 0.21 mmol), palladium(II) acetate (0.024 g, 0.11 mmol) and cesium carbonate (2.425 g, 7.44 mmol) were mixed together and evacuated then purged with nitrogen.  Toluene (10 mL) and morpholine (0.464 mL, 5.32 mmol) were added and the mixture evacuated and purged with nitrogen several times. The suspension (red) was heated to 100 °C for 18 hours under nitrogen. The mixture was allowed to cool to ambient temperature and filtered, washing with EtOAc. The filtrate was concentrated to provide an orange residue. The crude product was purified by flash silica chromatography, elution gradient 0 to 35% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford methyl 2-chloro-4-methoxy-5-morpholinobenzoate (0.826 g, 54.4 %) as a cream crystalline solid.  Lower than expected yield (previously recorded 80% EN04398-06).....not sure what has happened.  ",COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,54.380001068115234,07/21/2010,ord-ae9e42c4adac4ee7b754752b65453944,SMILES,CC1=CC=CC=C1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
551,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],0.0003319999959785491,COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br,0.008290000259876251,C1COCCN1,0.008290000259876251,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.0003319999959785491,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00016599999798927456,MOLE,CATALYST,100.0," Cesium carbonate (3.78 g, 11.61 mmol), methyl 5-bromo-2-chloro-4-methoxybenzoate (2.317 g, 8.29 mmol), palladium(II) acetate (0.037 g, 0.17 mmol) and 2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (0.206 g, 0.33 mmol) were combined and evacuated and purged with nitrogen (3 times).  Degassed toluene (30 mL) and morpholine (0.723 mL, 8.29 mmol) was added and the resulting suspension was evacuated and purged with nitrogen several times. The reaction mixture was heated to 100 °C under nitrogen for 22 hours. The reaction was allowed to cool to ambient temperature and filtered through a celite pad, washing with EtOAc. The filtrate was concentrated and the crude product purified by flash silica chromatography, elution gradient 10 to 50% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford methyl 2-chloro-4-methoxy-5-morpholinobenzoate (1.865 g, 79 %) as a cream crystalline solid.  ",COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,78.73999786376953,09/20/2010,ord-2610125450c14ea7bf8065e49fb7bdae,SMILES,CC1=CC=CC=C1,0.029999999329447746,LITER,SOLVENT,False,False,False,False
552,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00017499999376013875,COC1=C(C=C(C=C1)[N+](=O)[O-])Br,0.0001250000059371814,C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N,0.0001250000059371814,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,9.999999747378752e-06,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],7.499999810534064e-06,MOLE,CATALYST,150.0,"_Crude SM used_  2-bromo-1-methoxy-4-nitrobenzene (0.029 g, 0.13 mmol), 5-chloro-4-(pyrazolo[1,5-a]pyridin-3-yl)pyrimidin-2-amine (0.031 g, 0.125 mmol) and cesium carbonate (0.057 g, 0.18 mmol) were suspended in dry dioxane (2 mL) the mixture degassed with nitrogen for 10 minutes. TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (6.87 mg, 7.50 µmol) and (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (5.79 mg, 10.00 µmol) were added and the mixture was sealed into a microwave tube. The reaction was heated to 150 °C for 2 hours in the microwave reactor and cooled to RT.  Possibly product - not very much.  The reaction was heated to 150 °C for 10 hours in the microwave reactor and cooled to RT.  Product now c4%, both starting materials still present.  Not continued.  ",COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,4.0,07/07/2010,ord-75e934c9ac8c4736a342c35dfcb5f15c,SMILES,C1COCCO1,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
553,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00017499999376013875,COC1=C(C=C(C=C1)[N+](=O)[O-])Br,0.0001250000059371814,C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N,0.0001250000059371814,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,4.999999873689376e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],3.7500001781154424e-05,MOLE,CATALYST,150.0,"_Crude SM used_  2-bromo-1-methoxy-4-nitrobenzene (0.029 g, 0.13 mmol), 5-chloro-4-(pyrazolo[1,5-a]pyridin-3-yl)pyrimidin-2-amine (0.031 g, 0.125 mmol) and cesium carbonate (0.057 g, 0.18 mmol) were suspended in dry dioxane (2 mL) the mixture degassed with nitrogen for 10 minutes. TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (0.034 g, 0.04 mmol) and (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (0.029 g, 0.05 mmol) were added and the mixture was sealed into a microwave tube. The reaction was heated to 150 °C for 2 hours in the microwave reactor and cooled to RT.  Possibly product - not very much.  The reaction was heated to 150 °C for 10 hours in the microwave reactor and cooled to RT.  Product now c4%, both starting materials still present.  Not continued.  ",COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,4.0,07/22/2010,ord-d45c4d4f76fd453681edb48cc851d97a,SMILES,C1COCCO1,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
555,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],4.0499999158782884e-05,CN(C)C(=O)CC1=CC=C(C=C1)Br,0.00040499999886378646,C1C[C@@H](C2=NC(=NN2C1)N)C3=CC=C(C=C3)F,0.00040499999886378646,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,4.0499999158782884e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],4.0499999158782884e-05,MOLE,CATALYST,120.0,"8-(4-fluorophenyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[1,5-a]pyridin-2-amine (94 mg, 0.40 mmol), 2-(4-bromophenyl)-N,N-dimethylacetamide (103 mg, 0.40 mmol), Cesium carbonate (198 mg, 0.61 mmol), Palladium(II) acetate (9.09 mg, 0.04 mmol) and 2-(Dicyclohexylphosphino)biphenyl (14.18 mg, 0.04 mmol) were added to a 0.5-2 mL microwave vial. The vial was capped and flushed with nitrogen. dioxane (3 mL) was added and the vial was flushed with additional nitrogen before it was heated by microwave irradiation at 120°C for 1.5h.  The reaction mixture was cooled to r.t. and water and EtOAc were added and the layers were separated. The aqueous phase was extracted with EtOAc (3x). The combined organic phases were washed with brine, dried (phase separator) and the solvent was removed under reduced pressure. The crude product was purified by silica gel column chromatography using a gradient of 0-3% MeOH in EtOAc over 12 min. The desired fractions were combined to result in 2-(4-(8-(4-fluorophenyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[1,5-a]pyridin-2-ylamino)phenyl)-N,N-dimethylacetamide (51.0 mg, 32.0 %)  ",CN(C)C(=O)CC1=CC=C(C=C1)NC2=NN3CCCC(C3=N2)C4=CC=C(C=C4)F,32.029998779296875,02/14/2011,ord-31e2f0a986f6432689bfa64e01da3c0f,SMILES,C1COCCO1,0.003000000026077032,LITER,SOLVENT,False,False,False,False
560,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0007200000109151006,CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3CC(C3)(F)F,0.0005540000274777412,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,0.0005540000274777412,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00016599999798927456,SMILES,CC(=O)O.CC(=O)O.[Pd],8.309999975608662e-05,MOLE,CATALYST,145.0,"Palladium(II) acetate (0.019 g, 0.08 mmol) and 4,5-Bis(diphenylphosphino)-9,9-dimethylxanthene (0.096 g, 0.17 mmol) were added to a degassed solution of 8-chloro-2-(3,3-difluorocyclobutyl)-4-methyl-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (0.160 g, 0.55 mmol), 6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-amine (0.113 g, 0.55 mmol) and Cesium carbonate (0.058 mL, 0.72 mmol) in dry dioxane (15 mL). The reaction was heated in a microwave oven at 145°C for 1h. About 50% of product. The reaction was heated at 145°C for another 30 min. About 45% of product. The reaction was interrupted and the reaction mixture was pooled with the corresponding mixture in EN04426-52. The reaction mixture was filtered through a plug of celite. The celite was washed with DCM. The solvents were evaporated and the crude was purified by ISCO on a 25 g column with an increased gradient of DCM/MeOH (90/10) 0-50% in DCM) to give 0.176 g (35%) of the product. The enatiomers were also separated (see EN04426-56).  ",CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5CC(C5)(F)F,69.56999969482422,12/01/2010,ord-bf7cf9ac04cd4fedb1f93e4a263e0d2f,SMILES,C1COCCO1,0.014999999664723873,LITER,SOLVENT,False,False,False,False
561,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[K+].[K+],0.04050000011920929,C1=CC(=NC(=C1)Cl)Cl,0.013500000350177288,C1=CC(=C(C=C1Cl)N)C#N,0.013500000350177288,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.0027000000700354576,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0013500000350177288,MOLE,CATALYST,112.0,"A mixture of 2,6-dichloropyridine (2 g, 13.51 mmol), 2-amino-4-chlorobenzonitrile (2.062 g, 13.51 mmol), PALLADIUM(II) ACETATE (0.303 g, 1.35 mmol), BINAP (1.683 g, 2.70 mmol) and potassium carbonate (5.60 g, 40.54 mmol) in toluene (100 mL) was stirred at reflux under N2 for 5hrs. LCMS detected major peak as desire product. The resulting suspension was cooled, filtered, and the filtrate was concentrated under reduced pressure. Column chromatography of the residue on silica gel using 15% to 20% ethyl acetate in hexane, then 100% ethyl acetate as eluent gave the crude product which was recrystallized from methanol/DCM to yield a light yellow solid as desired product 4-chloro-2-(6-chloropyridin-2-ylamino)benzonitrile (3.34 g, 93 %)  ",C1=CC(=NC(=C1)Cl)NC2=C(C=CC(=C2)Cl)C#N,93.48999786376953,11/18/2010,ord-9455bd6f5eee4a2d8aef36cf7b2f19e8,SMILES,CC1=CC=CC=C1,0.10000000149011612,LITER,SOLVENT,False,False,False,False
562,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.019099999219179153,CC(C)OC(=O)N1CCC(CC1)OC2=C(C(=NC=N2)Cl)OC,0.01269999984651804,CC1=C(C=CC(=N1)S(=O)(=O)C)N,0.01269999984651804,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3OC4=CC=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6,0.0005080000264570117,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00025400001322850585,MOLE,CATALYST,60.0,"Bis[(2-diphenylphosphino)phenyl] ether (0.274 g, 0.51 mmol) was added in one portion to Palladium(II) acetate (0.057 g, 0.25 mmol) in toluene (5 mL) (degassed by bubbling N2 through it for 30 minutes) at 20°C under nitrogen (this mixture was also degassed by vacuum / N2 six times). After a few minutes a yellow suspension had formed. This was added by pipette to a mixture of isopropyl 4-(6-chloro-5-methoxypyrimidin-4-yloxy)piperidine-1-carboxylate (4.19 g, 12.71 mmol), 2-methyl-6-(methylsulfonyl)pyridin-3-amine (2.366 g, 12.71 mmol) and Sodium tert-butoxide (2.333 mL, 19.06 mmol) in toluene (40 mL) at 60°C under nitrogen. The resulting mixture was degassed using N2 / vacuum six times. The resulting suspension was stirred at 60 °C for 18 hours. Sodium tert-butoxide (2.333 mL, 19.06 mmol) was added to the reaction mixture followed by another amount of pre-formed catalyst using Bis[(2-diphenylphosphino)phenyl] ether (0.274 g, 0.51 mmol) was added in one portion to Palladium(II) acetate (0.057 g, 0.25 mmol) in toluene (5 mL) as above. The mixture was heated at 60°C for 7 hours then further catalyst added using Bis[(2-diphenylphosphino)phenyl] ether (0.274 g, 0.51 mmol) was added in one portion to Palladium(II) acetate (0.057 g, 0.25 mmol) in toluene (5 mL) as above. The mixture was stirred at 60°C for 18 hours. Work up was by diluting with water (30 ml) and DCM (100 ml) then filtering through a pad of celite and washing through well with DCM (6 x 50 ml). The organic layer was dried over Na2SO4, filtered and evaporated to afford crude product. The crude product was purified by flash silica chromatography (330g column), elution gradient 0 to 100% EtOAc in heptane (material applied in DCM). Pure fractions were evaporated to dryness to leave a yellow solid, EN05005-04-01. The solid was triturated with Et2O (20 ml) and the solid filtered off and washed with Et2O (2 x 10ml) then heptane ( 2 x 10ml) to afford isopropyl 4-(5-methoxy-6-(2-methyl-6-(methylsulfonyl)pyridin-3-ylamino)pyrimidin-4-yloxy)piperidine-1-carboxylate (4.78 g, 78 %), EN05005-04-02, as a white solid.  ",CC1=C(C=CC(=N1)S(=O)(=O)C)NC2=C(C(=NC=N2)OC3CCN(CC3)C(=O)OC(C)C)OC,78.44999694824219,02/03/2011,ord-1d8bd79c0b354417a5f4e9ed2f70cdf8,SMILES,CC1=CC=CC=C1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
563,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.001449999981559813,CC(C)OC(=O)N1CCC(CC1)OC2=C(C(=NC=N2)Cl)OC,0.0009640000062063336,CC1=C(C=CC(=N1)S(=O)(=O)C)N,0.0009640000062063336,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3OC4=CC=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6,3.859999924316071e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.9299999621580355e-05,MOLE,CATALYST,60.0,"Bis[(2-diphenylphosphino)phenyl] ether (0.021 g, 0.04 mmol) was added in one portion to Palladium(II) acetate (4.33 mg, 0.02 mmol) in toluene (1 mL) (degassed by bubbling N2 through it for 30 minutes) at 20°C under nitrogen. After a few minutes a yellow suspension had formed. This added in one portion by pipette to a mixture of isopropyl 4-(6-chloro-5-methoxypyrimidin-4-yloxy)piperidine-1-carboxylate (0.318 g, 0.96 mmol), 2-methyl-6-(methylsulfonyl)pyridin-3-amine (0.180 g, 0.96 mmol) and Sodium tert-butoxide (0.177 mL, 1.45 mmol) in toluene (3 mL) at 60°C under nitrogen. The resulting mixture was degassed using N2 / vacuum six times. The resulting suspension was stirred at 60 °C for 18 hours. Work up was by diluting with water (10 ml) and DCM (10 ml) then filtering through a pad of celite and washing through well with DCM (6 x 10 ml). The organic layer was dried over Na2SO4, filtered and evaporated to afford crude product. The crude product was purified by flash silica chromatography (40g column), elution gradient 0 to 100% EtOAc in heptane (material applied in DCM). Pure fractions were evaporated to dryness to afford isopropyl 4-(5-methoxy-6-(2-methyl-6-(methylsulfonyl)pyridin-3-ylamino)pyrimidin-4-yloxy)piperidine-1-carboxylate (0.231 g, 50.0 %) as a slightly off white foam. Trituration with Et2O (10 ml) and sctratching gave a free flowing white suspension. The solvent was removed under reduced pressure to give a white powder.  ",CC1=C(C=CC(=N1)S(=O)(=O)C)NC2=C(C(=NC=N2)OC3CCN(CC3)C(=O)OC(C)C)OC,49.95000076293945,01/17/2011,ord-69afe546f2d1404c8a01676e785a3836,SMILES,CC1=CC=CC=C1,0.0010000000474974513,LITER,SOLVENT,False,False,False,False
565,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.0020200000144541264,C1=CN=C(C=C1Cl)Cl,0.0010100000072270632,C1=CC=C(C=C1)CN,0.0010100000072270632,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],0.00011999999696854502,SMILES,CC(=O)O.CC(=O)O.[Pd],8.07999967946671e-05,MOLE,CATALYST,80.0,"palladium(II) acetate (0.018 g, 0.08 mmol), (R)-(-)-1-[(S)-2-(DICYCLOHEXYLPHOSPHINO)FERROCENYL]ETHYLDI-T-BUTYLPHOSPHINE (0.066 g, 0.12 mmol), sodium tert-butoxide (0.194 g, 2.02 mmol), phenylmethanamine (0.110 mL, 1.01 mmol) and 2,4-dichloropyridine (0.151 mL, 1.01 mmol) were suspended in DME (4 mL) and sealed into a microwave tube. The reaction was heated to 80 °C for 30 minutes in the microwave reactor and cooled to RT.    ",C1=CC=C(C=C1)CNC2=NC=CC(=C2)Cl,0.0,08/18/2010,ord-db5f6efbde1f4ab4bc3688dd8d2a4d0e,SMILES,COCCOC,0.004000000189989805,LITER,SOLVENT,False,False,False,False
566,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00203000009059906,C1=CN=C(C=C1Cl)Cl,0.0010100000072270632,C1=CC=C(C=C1)CN,0.0010100000072270632,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00012199999764561653,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00010099999781232327,MOLE,CATALYST,100.0," phenylmethanamine (0.111 mL, 1.01 mmol), 2,4-dichloropyridine (0.151 mL, 1.01 mmol), 4,5-bis(diphenylphosphino)-9,9-dimethylxanthene (70.4 mg, 0.12 mmol) and cesium carbonate (660 mg, 2.03 mmol) were stirred in 1,4-dioxane (5 mL). The mixture was purged with nitrogen for 10 minutes. Palladium(II) acetate (22.76 mg, 0.10 mmol) was added and sealed into a microwave tube. The reaction was heated to 100 °C for 1 hour in the microwave reactor and cooled to RT. The reaction was heated to 100 °C for 1 hour in the microwave reactor and cooled to RT.  ",C1=CC=C(C=C1)CNC2=NC=CC(=C2)Cl,0.0,08/12/2010,ord-c8c1812487cb45a2983e445d322bb930,SMILES,C1COCCO1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
567,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.0020200000144541264,C1=CN=C(C=C1Cl)Cl,0.0010100000072270632,CC(C)CN,0.0010100000072270632,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],0.00011999999696854502,SMILES,CC(=O)O.CC(=O)O.[Pd],8.07999967946671e-05,MOLE,CATALYST,80.0," palladium(II) acetate (0.018 g, 0.08 mmol), (R)-(-)-1-[(S)-2-(DICYCLOHEXYLPHOSPHINO)FERROCENYL]ETHYLDI-T-BUTYLPHOSPHINE (0.066 g, 0.12 mmol), sodium tert-butoxide (0.194 g, 2.02 mmol), 2-methylpropan-1-amine (0.100 mL, 1.01 mmol) and 2,4-dichloropyridine (0.151 mL, 1.01 mmol) were suspended in DME (4 mL) and sealed into a microwave tube. The reaction was heated to 80 °C for 30 minutes in the microwave reactor and cooled to RT.  ",CC(C)CNC1=NC=CC(=C1)Cl,0.0,08/17/2010,ord-ad988bfa2c604ea4b0ba123e57d761fa,SMILES,COCCOC,0.004000000189989805,LITER,SOLVENT,False,False,False,False
569,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],7.159999950090423e-05,C1=CC=C(C=C1)COC2=CC(=CC=C2)Br,7.870000263210386e-05,CC1=CC2=C(N1)C=C(C=C2)OC(F)(F)F,5.109999983687885e-05,CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,1.5300000086426735e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],1.0200000360782724e-05,MOLE,CATALYST,100.0,"EN04773-53, _Buchwald coupling, toluene and bromide_  The indole from 4773-25, 1-(benzyloxy)-3-bromobenzene,Pd2(dba)3, JohnPhos and KOtBu were dissolved in toluene. The mixture was warmed at 100 °C for 2h. Ca 60% conversion according to LCMS (product at 2.31 min). This conversion rate seemed faster than for the corresponding aryliodide. Big bacth was performed in 4773-54.  ",CC1=CC2=C(N1C3=CC(=CC=C3)OCC4=CC=CC=C4)C=C(C=C2)OC(F)(F)F,59.06999969482422,03/01/2011,ord-0addbbece6dc4ca2acdd8d8c9131d423,SMILES,CC1=CC=CC=C1,0.0010000000474974513,LITER,SOLVENT,False,False,False,False
